publication_number,grant_year,high_impact,dataset_split
US-11570261-B1,2023,1,Validation
US-11570271-B2,2023,1,Validation
US-11570275-B2,2023,0,Validation
US-11570305-B2,2023,0,Validation
US-11570307-B2,2023,0,Validation
US-11570318-B2,2023,0,Validation
US-11570367-B2,2023,0,Validation
US-11570397-B2,2023,0,Validation
US-11570404-B2,2023,0,Validation
US-11570416-B2,2023,0,Validation
US-11570465-B2,2023,0,Validation
US-11570466-B2,2023,0,Validation
US-11570498-B2,2023,0,Validation
US-11570513-B2,2023,0,Validation
US-11570638-B2,2023,0,Validation
US-11570750-B2,2023,0,Validation
US-11571026-B2,2023,0,Validation
US-11571107-B2,2023,0,Validation
US-11571134-B2,2023,1,Validation
US-11571154-B2,2023,0,Validation
US-11571155-B2,2023,0,Validation
US-11571161-B2,2023,0,Validation
US-11571162-B2,2023,1,Validation
US-11571169-B2,2023,0,Validation
US-11571256-B2,2023,0,Validation
US-11571263-B2,2023,1,Validation
US-11571266-B1,2023,1,Validation
US-11571279-B2,2023,1,Validation
US-11571786-B2,2023,0,Validation
US-11571810-B2,2023,0,Validation
US-11571811-B2,2023,0,Validation
US-11571814-B2,2023,1,Validation
US-11571817-B2,2023,0,Validation
US-11571870-B2,2023,0,Validation
US-11572083-B2,2023,1,Validation
US-11572099-B2,2023,1,Validation
US-11572183-B1,2023,1,Validation
US-11572662-B2,2023,0,Validation
US-11572663-B2,2023,0,Validation
US-11572965-B2,2023,0,Validation
US-11573027-B2,2023,0,Validation
US-11573091-B2,2023,0,Validation
US-11573093-B2,2023,0,Validation
US-11573100-B2,2023,0,Validation
US-11573114-B2,2023,0,Validation
US-11573152-B2,2023,0,Validation
US-11573259-B1,2023,1,Validation
US-11573271-B1,2023,1,Validation
US-11573311-B2,2023,1,Validation
US-11573352-B2,2023,0,Validation
US-11573528-B2,2023,0,Validation
US-11573537-B2,2023,0,Validation
US-11573538-B2,2023,0,Validation
US-11573540-B2,2023,0,Validation
US-11573549-B2,2023,0,Validation
US-11573551-B2,2023,1,Validation
US-11573557-B2,2023,0,Validation
US-11573558-B2,2023,1,Validation
US-11573569-B2,2023,0,Validation
US-11573573-B2,2023,1,Validation
US-11573574-B2,2023,0,Validation
US-11573577-B2,2023,0,Validation
US-11573633-B1,2023,0,Validation
US-11573638-B2,2023,0,Validation
US-11573643-B2,2023,0,Validation
US-11573697-B2,2023,0,Validation
US-11573698-B2,2023,0,Validation
US-11573705-B2,2023,0,Validation
US-11573765-B2,2023,0,Validation
US-11573770-B2,2023,0,Validation
US-11573771-B2,2023,0,Validation
US-11573774-B2,2023,0,Validation
US-11573775-B2,2023,0,Validation
US-11573785-B2,2023,0,Validation
US-11573787-B1,2023,1,Validation
US-11573790-B2,2023,0,Validation
US-11573803-B2,2023,0,Validation
US-11573812-B2,2023,0,Validation
US-11573827-B1,2023,0,Validation
US-11573828-B2,2023,0,Validation
US-11573833-B2,2023,1,Validation
US-11573841-B2,2023,0,Validation
US-11573842-B2,2023,0,Validation
US-11573846-B2,2023,0,Validation
US-11573877-B2,2023,0,Validation
US-11573879-B2,2023,0,Validation
US-11573881-B1,2023,1,Validation
US-11573882-B2,2023,0,Validation
US-11573885-B1,2023,1,Validation
US-11573888-B2,2023,0,Validation
US-11573889-B2,2023,0,Validation
US-11573901-B2,2023,1,Validation
US-11573903-B2,2023,0,Validation
US-11573927-B1,2023,0,Validation
US-11573937-B2,2023,0,Validation
US-11573962-B2,2023,0,Validation
US-11573964-B2,2023,1,Validation
US-11573967-B2,2023,0,Validation
US-11573968-B2,2023,0,Validation
US-11573974-B2,2023,0,Validation
US-11573991-B2,2023,0,Validation
US-11573992-B2,2023,0,Validation
US-11573994-B2,2023,0,Validation
US-11573995-B2,2023,0,Validation
US-11574003-B2,2023,0,Validation
US-11574011-B2,2023,0,Validation
US-11574016-B2,2023,0,Validation
US-11574019-B2,2023,0,Validation
US-11574026-B2,2023,0,Validation
US-11574027-B1,2023,0,Validation
US-11574030-B1,2023,1,Validation
US-11574031-B2,2023,0,Validation
US-11574032-B2,2023,0,Validation
US-11574047-B2,2023,0,Validation
US-11574050-B2,2023,1,Validation
US-11574051-B2,2023,1,Validation
US-11574052-B2,2023,1,Validation
US-11574053-B1,2023,1,Validation
US-11574054-B2,2023,1,Validation
US-11574057-B2,2023,0,Validation
US-11574067-B2,2023,0,Validation
US-11574069-B2,2023,0,Validation
US-11574075-B2,2023,0,Validation
US-11574077-B2,2023,0,Validation
US-11574084-B1,2023,1,Validation
US-11574088-B2,2023,0,Validation
US-11574094-B2,2023,1,Validation
US-11574095-B2,2023,0,Validation
US-11574097-B2,2023,0,Validation
US-11574100-B2,2023,0,Validation
US-11574112-B2,2023,0,Validation
US-11574116-B2,2023,0,Validation
US-11574118-B2,2023,0,Validation
US-11574120-B2,2023,0,Validation
US-11574121-B2,2023,0,Validation
US-11574122-B2,2023,0,Validation
US-11574123-B2,2023,0,Validation
US-11574124-B2,2023,0,Validation
US-11574126-B2,2023,0,Validation
US-11574127-B2,2023,0,Validation
US-11574128-B2,2023,1,Validation
US-11574129-B2,2023,0,Validation
US-11574130-B2,2023,0,Validation
US-11574131-B2,2023,1,Validation
US-11574132-B2,2023,1,Validation
US-11574133-B2,2023,0,Validation
US-11574135-B2,2023,0,Validation
US-11574143-B2,2023,0,Validation
US-11574144-B2,2023,0,Validation
US-11574145-B2,2023,1,Validation
US-11574146-B2,2023,0,Validation
US-11574147-B2,2023,0,Validation
US-11574148-B2,2023,0,Validation
US-11574149-B2,2023,0,Validation
US-11574150-B1,2023,0,Validation
US-11574151-B2,2023,1,Validation
US-11574152-B2,2023,0,Validation
US-11574153-B2,2023,0,Validation
US-11574162-B1,2023,0,Validation
US-11574164-B2,2023,0,Validation
US-11574165-B2,2023,0,Validation
US-11574166-B2,2023,0,Validation
US-11574167-B2,2023,0,Validation
US-11574168-B1,2023,0,Validation
US-11574170-B2,2023,0,Validation
US-11574171-B2,2023,0,Validation
US-11574172-B2,2023,0,Validation
US-11574173-B2,2023,0,Validation
US-11574174-B2,2023,0,Validation
US-11574175-B2,2023,0,Validation
US-11574176-B2,2023,0,Validation
US-11574177-B2,2023,0,Validation
US-11574178-B2,2023,0,Validation
US-11574179-B2,2023,0,Validation
US-11574180-B2,2023,0,Validation
US-11574181-B2,2023,0,Validation
US-11574182-B2,2023,0,Validation
US-11574183-B2,2023,0,Validation
US-11574184-B2,2023,0,Validation
US-11574185-B2,2023,0,Validation
US-11574186-B2,2023,1,Validation
US-11574187-B2,2023,0,Validation
US-11574188-B2,2023,0,Validation
US-11574189-B2,2023,0,Validation
US-11574190-B2,2023,0,Validation
US-11574191-B2,2023,0,Validation
US-11574192-B2,2023,0,Validation
US-11574193-B2,2023,0,Validation
US-11574194-B2,2023,0,Validation
US-11574195-B2,2023,0,Validation
US-11574196-B2,2023,0,Validation
US-11574197-B2,2023,0,Validation
US-11574198-B2,2023,1,Validation
US-11574199-B2,2023,0,Validation
US-11574200-B2,2023,0,Validation
US-11574201-B2,2023,0,Validation
US-11574202-B1,2023,0,Validation
US-11574203-B2,2023,0,Validation
US-11574204-B2,2023,1,Validation
US-11574205-B2,2023,0,Validation
US-11574206-B2,2023,1,Validation
US-11574207-B2,2023,0,Validation
US-11574208-B2,2023,0,Validation
US-11574209-B2,2023,1,Validation
US-11574210-B2,2023,0,Validation
US-11574211-B2,2023,0,Validation
US-11574212-B2,2023,0,Validation
US-11574213-B1,2023,0,Validation
US-11574214-B2,2023,0,Validation
US-11574215-B2,2023,0,Validation
US-11574216-B2,2023,0,Validation
US-11574217-B2,2023,0,Validation
US-11574218-B2,2023,0,Validation
US-11574219-B2,2023,0,Validation
US-11574220-B2,2023,0,Validation
US-11574221-B2,2023,0,Validation
US-11574222-B1,2023,0,Validation
US-11574223-B2,2023,0,Validation
US-11574224-B2,2023,0,Validation
US-11574225-B2,2023,1,Validation
US-11574226-B2,2023,0,Validation
US-11574227-B2,2023,0,Validation
US-11574228-B2,2023,0,Validation
US-11574229-B2,2023,0,Validation
US-11574230-B1,2023,1,Validation
US-11574231-B2,2023,0,Validation
US-11574232-B2,2023,1,Validation
US-11574233-B2,2023,0,Validation
US-11574234-B2,2023,1,Validation
US-11574235-B2,2023,0,Validation
US-11574236-B2,2023,1,Validation
US-11574237-B2,2023,0,Validation
US-11574238-B2,2023,0,Validation
US-11574239-B2,2023,0,Validation
US-11574240-B2,2023,0,Validation
US-11574241-B2,2023,0,Validation
US-11574242-B1,2023,1,Validation
US-11574243-B1,2023,1,Validation
US-11574244-B2,2023,0,Validation
US-11574245-B2,2023,0,Validation
US-11574246-B2,2023,0,Validation
US-11574247-B2,2023,0,Validation
US-11574248-B2,2023,0,Validation
US-11574249-B2,2023,0,Validation
US-11574250-B2,2023,0,Validation
US-11574251-B2,2023,0,Validation
US-11574252-B2,2023,0,Validation
US-11574253-B2,2023,1,Validation
US-11574254-B2,2023,0,Validation
US-11574257-B2,2023,0,Validation
US-11574259-B2,2023,0,Validation
US-11574269-B2,2023,0,Validation
US-11574270-B1,2023,0,Validation
US-11574272-B2,2023,0,Validation
US-11574282-B2,2023,0,Validation
US-11574287-B2,2023,0,Validation
US-11574288-B2,2023,0,Validation
US-11574297-B2,2023,0,Validation
US-11574304-B2,2023,0,Validation
US-11574315-B2,2023,0,Validation
US-11574325-B1,2023,0,Validation
US-11574327-B2,2023,0,Validation
US-11574339-B1,2023,0,Validation
US-11574341-B2,2023,0,Validation
US-11574351-B2,2023,0,Validation
US-11574352-B2,2023,0,Validation
US-11574353-B2,2023,0,Validation
US-11574354-B2,2023,0,Validation
US-11574360-B2,2023,0,Validation
US-11574362-B2,2023,1,Validation
US-11574366-B1,2023,1,Validation
US-11574378-B2,2023,1,Validation
US-11574385-B2,2023,1,Validation
US-11574390-B2,2023,0,Validation
US-11574394-B1,2023,1,Validation
US-11574395-B2,2023,1,Validation
US-11574402-B2,2023,0,Validation
US-11574403-B2,2023,0,Validation
US-11574406-B2,2023,1,Validation
US-11574409-B2,2023,0,Validation
US-11574413-B2,2023,0,Validation
US-11574416-B2,2023,0,Validation
US-11574420-B2,2023,0,Validation
US-11574421-B2,2023,1,Validation
US-11574445-B2,2023,0,Validation
US-11574453-B2,2023,0,Validation
US-11574456-B2,2023,0,Validation
US-11574462-B1,2023,1,Validation
US-11574463-B2,2023,0,Validation
US-11574464-B2,2023,0,Validation
US-11574465-B2,2023,0,Validation
US-11574466-B2,2023,0,Validation
US-11574468-B2,2023,0,Validation
US-11574469-B2,2023,0,Validation
US-11574470-B2,2023,1,Validation
US-11574477-B2,2023,0,Validation
US-11574478-B2,2023,0,Validation
US-11574483-B2,2023,0,Validation
US-11574485-B2,2023,0,Validation
US-11574489-B2,2023,0,Validation
US-11574494-B2,2023,0,Validation
US-11574500-B2,2023,0,Validation
US-11574560-B2,2023,0,Validation
US-11574573-B2,2023,1,Validation
US-11574622-B2,2023,0,Validation
US-11574628-B1,2023,1,Validation
US-11574634-B2,2023,1,Validation
US-11574637-B1,2023,1,Validation
US-11574641-B2,2023,0,Validation
US-11574655-B2,2023,0,Validation
US-11574659-B2,2023,0,Validation
US-11574679-B2,2023,0,Validation
US-11574694-B2,2023,0,Validation
US-11574698-B1,2023,1,Validation
US-11574703-B2,2023,0,Validation
US-11574712-B2,2023,0,Validation
US-11574716-B2,2023,0,Validation
US-11574719-B2,2023,0,Validation
US-11574738-B2,2023,0,Validation
US-11574739-B2,2023,0,Validation
US-11574885-B2,2023,0,Validation
US-11575065-B2,2023,0,Validation
US-11575077-B2,2023,1,Validation
US-11575159-B2,2023,0,Validation
US-11575263-B2,2023,1,Validation
US-11575322-B2,2023,0,Validation
US-11575460-B2,2023,0,Validation
US-11575500-B2,2023,1,Validation
US-11575502-B2,2023,0,Validation
US-11575510-B2,2023,0,Validation
US-11575515-B2,2023,1,Validation
US-11575527-B2,2023,0,Validation
US-11575544-B2,2023,1,Validation
US-11575547-B2,2023,0,Validation
US-11575584-B2,2023,0,Validation
US-11575589-B2,2023,0,Validation
US-11575628-B2,2023,0,Validation
US-11575632-B2,2023,0,Validation
US-11575638-B2,2023,0,Validation
US-11575669-B2,2023,0,Validation
US-11575677-B2,2023,0,Validation
US-11575679-B2,2023,0,Validation
US-11575680-B1,2023,1,Validation
US-11575692-B2,2023,0,Validation
US-11575693-B1,2023,1,Validation
US-11575697-B2,2023,1,Validation
US-11575703-B2,2023,0,Validation
US-11575710-B2,2023,0,Validation
US-11575729-B2,2023,1,Validation
US-11575783-B2,2023,0,Validation
US-11575856-B2,2023,1,Validation
US-11575860-B2,2023,0,Validation
US-11575882-B2,2023,0,Validation
US-11575894-B2,2023,0,Validation
US-11575897-B2,2023,0,Validation
US-11576050-B2,2023,1,Validation
US-11576054-B2,2023,0,Validation
US-11576057-B2,2023,0,Validation
US-11576065-B2,2023,0,Validation
US-11576316-B2,2023,0,Validation
US-11576367-B2,2023,0,Validation
US-11576478-B2,2023,0,Validation
US-11576586-B2,2023,0,Validation
US-11576601-B2,2023,0,Validation
US-11576618-B2,2023,0,Validation
US-11576623-B2,2023,0,Validation
US-11576624-B2,2023,0,Validation
US-11576628-B2,2023,0,Validation
US-11576640-B2,2023,0,Validation
US-11576727-B2,2023,1,Validation
US-11576743-B2,2023,0,Validation
US-11577090-B2,2023,1,Validation
US-11577145-B2,2023,1,Validation
US-11577356-B2,2023,0,Validation
US-11577616-B2,2023,0,Validation
US-11577625-B1,2023,1,Validation
US-11577723-B2,2023,0,Validation
US-11577745-B2,2023,0,Validation
US-11577750-B2,2023,0,Validation
US-11577756-B2,2023,0,Validation
US-11577834-B1,2023,1,Validation
US-11577859-B1,2023,1,Validation
US-11578444-B2,2023,0,Validation
US-11578642-B1,2023,0,Validation
US-11578889-B2,2023,0,Validation
US-11578910-B2,2023,0,Validation
US-11578980-B2,2023,0,Validation
US-11579000-B2,2023,0,Validation
US-11579012-B1,2023,0,Validation
US-11579044-B1,2023,0,Validation
US-11579061-B2,2023,0,Validation
US-11579155-B2,2023,0,Validation
US-11579281-B2,2023,0,Validation
US-11579332-B2,2023,1,Validation
US-11579335-B2,2023,0,Validation
US-11579429-B2,2023,1,Validation
US-11579534-B2,2023,0,Validation
US-11579573-B2,2023,0,Validation
US-11579574-B2,2023,0,Validation
US-11579575-B2,2023,0,Validation
US-11579576-B2,2023,0,Validation
US-11579586-B2,2023,0,Validation
US-11579588-B2,2023,0,Validation
US-11579598-B2,2023,0,Validation
US-11579606-B2,2023,0,Validation
US-11579614-B2,2023,0,Validation
US-11579619-B2,2023,0,Validation
US-11579629-B2,2023,1,Validation
US-11579677-B2,2023,0,Validation
US-11579680-B2,2023,0,Validation
US-11579689-B2,2023,0,Validation
US-11579691-B2,2023,0,Validation
US-11579730-B2,2023,0,Validation
US-11579752-B1,2023,1,Validation
US-11579765-B2,2023,0,Validation
US-11579816-B2,2023,0,Validation
US-11579842-B2,2023,0,Validation
US-11579849-B2,2023,0,Validation
US-11579850-B2,2023,0,Validation
US-11579860-B2,2023,0,Validation
US-11579868-B1,2023,1,Validation
US-11579870-B2,2023,0,Validation
US-11579880-B2,2023,1,Validation
US-11579883-B2,2023,1,Validation
US-11579897-B2,2023,1,Validation
US-11579904-B2,2023,0,Validation
US-11579906-B2,2023,1,Validation
US-11579921-B2,2023,0,Validation
US-11579924-B2,2023,0,Validation
US-11579928-B2,2023,0,Validation
US-11579933-B2,2023,0,Validation
US-11579939-B2,2023,0,Validation
US-11579947-B2,2023,0,Validation
US-11579951-B2,2023,0,Validation
US-11579952-B2,2023,1,Validation
US-11579953-B2,2023,0,Validation
US-11579958-B2,2023,0,Validation
US-11579962-B2,2023,0,Validation
US-11579966-B1,2023,0,Validation
US-11580000-B2,2023,1,Validation
US-11580002-B2,2023,1,Validation
US-11580003-B2,2023,1,Validation
US-11580005-B2,2023,0,Validation
US-11580009-B2,2023,1,Validation
US-11580042-B2,2023,0,Validation
US-11580055-B2,2023,0,Validation
US-11580061-B2,2023,0,Validation
US-11580073-B2,2023,0,Validation
US-11580081-B1,2023,0,Validation
US-11580083-B2,2023,0,Validation
US-11580089-B2,2023,0,Validation
US-11580094-B2,2023,0,Validation
US-11580100-B2,2023,1,Validation
US-11580104-B2,2023,0,Validation
US-11580114-B2,2023,0,Validation
US-11580119-B2,2023,0,Validation
US-11580124-B2,2023,0,Validation
US-11580129-B2,2023,0,Validation
US-11580141-B2,2023,0,Validation
US-11580145-B1,2023,1,Validation
US-11580146-B2,2023,0,Validation
US-11580150-B1,2023,1,Validation
US-11580157-B2,2023,0,Validation
US-11580179-B2,2023,0,Validation
US-11580180-B2,2023,0,Validation
US-11580190-B2,2023,0,Validation
US-11580191-B1,2023,1,Validation
US-11580192-B2,2023,0,Validation
US-11580194-B2,2023,0,Validation
US-11580195-B1,2023,1,Validation
US-11580196-B2,2023,0,Validation
US-11580212-B2,2023,0,Validation
US-11580222-B2,2023,0,Validation
US-11580229-B2,2023,0,Validation
US-11580246-B2,2023,0,Validation
US-11580247-B2,2023,0,Validation
US-11580252-B2,2023,1,Validation
US-11580257-B2,2023,0,Validation
US-11580258-B2,2023,0,Validation
US-11580260-B2,2023,0,Validation
US-11580261-B2,2023,0,Validation
US-11580273-B2,2023,0,Validation
US-11580275-B1,2023,0,Validation
US-11580280-B2,2023,0,Validation
US-11580283-B2,2023,0,Validation
US-11580286-B2,2023,0,Validation
US-11580292-B2,2023,0,Validation
US-11580296-B2,2023,1,Validation
US-11580298-B2,2023,1,Validation
US-11580299-B2,2023,0,Validation
US-11580301-B2,2023,0,Validation
US-11580307-B2,2023,0,Validation
US-11580309-B1,2023,1,Validation
US-11580310-B2,2023,0,Validation
US-11580317-B2,2023,0,Validation
US-11580321-B2,2023,1,Validation
US-11580322-B2,2023,0,Validation
US-11580325-B2,2023,0,Validation
US-11580326-B2,2023,0,Validation
US-11580327-B2,2023,0,Validation
US-11580329-B2,2023,0,Validation
US-11580330-B2,2023,0,Validation
US-11580331-B2,2023,0,Validation
US-11580332-B2,2023,0,Validation
US-11580333-B2,2023,0,Validation
US-11580334-B2,2023,0,Validation
US-11580335-B2,2023,0,Validation
US-11580339-B2,2023,0,Validation
US-11580350-B2,2023,0,Validation
US-11580351-B2,2023,0,Validation
US-11580352-B2,2023,0,Validation
US-11580353-B2,2023,1,Validation
US-11580354-B2,2023,0,Validation
US-11580355-B2,2023,0,Validation
US-11580356-B2,2023,0,Validation
US-11580357-B1,2023,0,Validation
US-11580358-B1,2023,1,Validation
US-11580359-B2,2023,0,Validation
US-11580360-B2,2023,0,Validation
US-11580361-B2,2023,0,Validation
US-11580362-B2,2023,0,Validation
US-11580363-B2,2023,1,Validation
US-11580364-B2,2023,0,Validation
US-11580365-B2,2023,0,Validation
US-11580366-B2,2023,0,Validation
US-11580367-B2,2023,0,Validation
US-11580368-B2,2023,0,Validation
US-11580369-B2,2023,0,Validation
US-11580370-B2,2023,0,Validation
US-11580371-B2,2023,0,Validation
US-11580372-B2,2023,0,Validation
US-11580373-B2,2023,0,Validation
US-11580374-B2,2023,0,Validation
US-11580375-B2,2023,1,Validation
US-11580376-B2,2023,1,Validation
US-11580377-B2,2023,0,Validation
US-11580378-B2,2023,0,Validation
US-11580379-B1,2023,1,Validation
US-11580380-B2,2023,1,Validation
US-11580381-B2,2023,1,Validation
US-11580382-B2,2023,0,Validation
US-11580383-B2,2023,1,Validation
US-11580384-B2,2023,0,Validation
US-11580385-B2,2023,0,Validation
US-11580386-B2,2023,0,Validation
US-11580387-B2,2023,0,Validation
US-11580388-B2,2023,0,Validation
US-11580389-B2,2023,0,Validation
US-11580390-B2,2023,0,Validation
US-11580391-B2,2023,0,Validation
US-11580392-B2,2023,0,Validation
US-11580393-B2,2023,0,Validation
US-11580394-B2,2023,1,Validation
US-11580395-B2,2023,1,Validation
US-11580396-B2,2023,0,Validation
US-11580397-B2,2023,0,Validation
US-11580398-B2,2023,0,Validation
US-11580399-B2,2023,0,Validation
US-11580400-B1,2023,1,Validation
US-11580401-B2,2023,1,Validation
US-11580402-B2,2023,0,Validation
US-11580403-B2,2023,0,Validation
US-11580404-B2,2023,0,Validation
US-11580405-B2,2023,0,Validation
US-11580406-B2,2023,1,Validation
US-11580407-B2,2023,0,Validation
US-11580408-B2,2023,0,Validation
US-11580409-B2,2023,0,Validation
US-11580410-B2,2023,1,Validation
US-11580411-B2,2023,0,Validation
US-11580413-B2,2023,0,Validation
US-11580414-B2,2023,0,Validation
US-11580415-B2,2023,0,Validation
US-11580416-B2,2023,0,Validation
US-11580417-B2,2023,0,Validation
US-11580418-B2,2023,0,Validation
US-11580419-B2,2023,0,Validation
US-11580420-B2,2023,1,Validation
US-11580421-B2,2023,0,Validation
US-11580422-B1,2023,0,Validation
US-11580423-B2,2023,0,Validation
US-11580424-B2,2023,0,Validation
US-11580425-B2,2023,0,Validation
US-11580426-B2,2023,0,Validation
US-11580427-B2,2023,0,Validation
US-11580428-B2,2023,0,Validation
US-11580429-B2,2023,0,Validation
US-11580430-B2,2023,0,Validation
US-11580431-B2,2023,0,Validation
US-11580432-B2,2023,0,Validation
US-11580433-B2,2023,1,Validation
US-11580434-B2,2023,0,Validation
US-11580435-B2,2023,1,Validation
US-11580436-B2,2023,1,Validation
US-11580437-B2,2023,0,Validation
US-11580438-B1,2023,1,Validation
US-11580439-B1,2023,0,Validation
US-11580440-B2,2023,0,Validation
US-11580441-B2,2023,0,Validation
US-11580442-B2,2023,0,Validation
US-11580443-B2,2023,0,Validation
US-11580444-B2,2023,0,Validation
US-11580445-B2,2023,0,Validation
US-11580446-B2,2023,0,Validation
US-11580447-B1,2023,0,Validation
US-11580448-B2,2023,0,Validation
US-11580449-B2,2023,0,Validation
US-11580450-B2,2023,0,Validation
US-11580451-B2,2023,0,Validation
US-11580452-B2,2023,0,Validation
US-11580453-B2,2023,0,Validation
US-11580454-B2,2023,0,Validation
US-11580455-B2,2023,0,Validation
US-11580456-B2,2023,0,Validation
US-11580457-B2,2023,0,Validation
US-11580458-B2,2023,1,Validation
US-11580459-B2,2023,0,Validation
US-11580466-B2,2023,0,Validation
US-11580470-B1,2023,0,Validation
US-11580475-B2,2023,1,Validation
US-11580493-B2,2023,0,Validation
US-11580499-B2,2023,0,Validation
US-11580512-B2,2023,0,Validation
US-11580528-B2,2023,0,Validation
US-11580549-B2,2023,0,Validation
US-11580554-B2,2023,0,Validation
US-11580555-B2,2023,0,Validation
US-11580560-B2,2023,0,Validation
US-11580565-B1,2023,1,Validation
US-11580572-B2,2023,1,Validation
US-11580581-B2,2023,1,Validation
US-11580587-B2,2023,0,Validation
US-11580589-B2,2023,0,Validation
US-11580591-B2,2023,0,Validation
US-11580598-B1,2023,1,Validation
US-11580604-B1,2023,1,Validation
US-11580606-B2,2023,0,Validation
US-11580621-B2,2023,0,Validation
US-11580622-B2,2023,1,Validation
US-11580629-B2,2023,0,Validation
US-11580630-B2,2023,0,Validation
US-11580634-B2,2023,0,Validation
US-11580637-B2,2023,0,Validation
US-11580641-B1,2023,1,Validation
US-11580643-B2,2023,0,Validation
US-11580645-B2,2023,0,Validation
US-11580646-B2,2023,0,Validation
US-11580647-B1,2023,1,Validation
US-11580653-B2,2023,0,Validation
US-11580664-B2,2023,1,Validation
US-11580665-B2,2023,0,Validation
US-11580673-B1,2023,1,Validation
US-11580677-B2,2023,0,Validation
US-11580682-B1,2023,1,Validation
US-11580719-B2,2023,0,Validation
US-11580724-B2,2023,0,Validation
US-11580736-B2,2023,0,Validation
US-11580741-B2,2023,0,Validation
US-11580743-B2,2023,0,Validation
US-11580747-B2,2023,0,Validation
US-11580754-B2,2023,0,Validation
US-11580762-B2,2023,0,Validation
US-11580766-B2,2023,0,Validation
US-11580774-B2,2023,0,Validation
US-11580775-B2,2023,0,Validation
US-11580780-B2,2023,0,Validation
US-11580781-B2,2023,0,Validation
US-11580784-B2,2023,0,Validation
US-11580785-B1,2023,1,Validation
US-11580786-B2,2023,0,Validation
US-11580842-B1,2023,1,Validation
US-11580865-B2,2023,1,Validation
US-11580869-B2,2023,1,Validation
US-11580872-B2,2023,0,Validation
US-11580875-B2,2023,0,Validation
US-11580876-B2,2023,0,Validation
US-11580949-B2,2023,1,Validation
US-11580953-B2,2023,0,Validation
US-11580956-B2,2023,0,Validation
US-11580957-B1,2023,1,Validation
US-11580960-B2,2023,0,Validation
US-11580961-B1,2023,0,Validation
US-11580965-B1,2023,1,Validation
US-11580969-B2,2023,1,Validation
US-11580970-B2,2023,0,Validation
US-11580979-B2,2023,0,Validation
US-11580980-B2,2023,0,Validation
US-11581000-B2,2023,0,Validation
US-11581007-B2,2023,0,Validation
US-11581037-B2,2023,0,Validation
US-11581039-B2,2023,1,Validation
US-11581042-B2,2023,0,Validation
US-11581061-B2,2023,0,Validation
US-11581062-B2,2023,0,Validation
US-11581067-B2,2023,0,Validation
US-11581069-B2,2023,1,Validation
US-11581073-B2,2023,0,Validation
US-11581074-B2,2023,0,Validation
US-11581075-B2,2023,0,Validation
US-11581077-B2,2023,0,Validation
US-11581083-B2,2023,1,Validation
US-11581084-B2,2023,0,Validation
US-11581087-B2,2023,0,Validation
US-11581093-B2,2023,0,Validation
US-11581094-B2,2023,0,Validation
US-11581096-B2,2023,0,Validation
US-11581098-B2,2023,0,Validation
US-11581099-B1,2023,1,Validation
US-11581102-B2,2023,0,Validation
US-11581130-B2,2023,0,Validation
US-11581472-B2,2023,0,Validation
US-11581474-B2,2023,0,Validation
US-11581740-B2,2023,0,Validation
US-11581965-B2,2023,1,Validation
US-11582031-B2,2023,0,Validation
US-11582050-B2,2023,0,Validation
US-11582070-B2,2023,0,Validation
US-11582097-B2,2023,0,Validation
US-11582111-B2,2023,0,Validation
US-11582132-B2,2023,0,Validation
US-11582139-B2,2023,0,Validation
US-11582157-B2,2023,1,Validation
US-11582172-B2,2023,0,Validation
US-11582176-B2,2023,0,Validation
US-11582203-B2,2023,1,Validation
US-11582240-B1,2023,1,Validation
US-11582243-B2,2023,0,Validation
US-11582249-B2,2023,0,Validation
US-11582251-B2,2023,0,Validation
US-11582253-B2,2023,0,Validation
US-11582254-B2,2023,0,Validation
US-11582255-B2,2023,1,Validation
US-11582260-B2,2023,0,Validation
US-11582292-B2,2023,1,Validation
US-11582299-B2,2023,0,Validation
US-11582307-B2,2023,0,Validation
US-11582309-B2,2023,1,Validation
US-11582310-B2,2023,1,Validation
US-11582322-B2,2023,0,Validation
US-11582326-B1,2023,1,Validation
US-11582336-B1,2023,0,Validation
US-11582398-B2,2023,0,Validation
US-11582414-B2,2023,0,Validation
US-11582420-B1,2023,0,Validation
US-11582423-B2,2023,0,Validation
US-11582424-B1,2023,1,Validation
US-11582442-B1,2023,1,Validation
US-11582453-B2,2023,0,Validation
US-11582466-B2,2023,0,Validation
US-11582470-B2,2023,1,Validation
US-11582481-B2,2023,0,Validation
US-11582562-B2,2023,0,Validation
US-11582580-B2,2023,0,Validation
US-11582613-B2,2023,1,Validation
US-11582757-B2,2023,1,Validation
US-11583134-B2,2023,0,Validation
US-11583177-B2,2023,0,Validation
US-11583188-B2,2023,0,Validation
US-11583209-B2,2023,0,Validation
US-11583239-B2,2023,0,Validation
US-11583361-B1,2023,1,Validation
US-11583443-B2,2023,1,Validation
US-11583444-B2,2023,1,Validation
US-11583501-B1,2023,0,Validation
US-11583770-B2,2023,1,Validation
US-11583778-B2,2023,0,Validation
US-11583883-B2,2023,0,Validation
US-11583968-B2,2023,0,Validation
US-11583998-B2,2023,1,Validation
US-11584020-B2,2023,0,Validation
US-11584342-B2,2023,0,Validation
US-11584377-B2,2023,1,Validation
US-11584378-B2,2023,0,Validation
US-11584379-B2,2023,1,Validation
US-11584390-B2,2023,0,Validation
US-11584548-B2,2023,0,Validation
